"UMAP1" "UMAP2" "prediction" "batch"
-10.1726325446574 6.80766306608009 "CD16+ Monocytes" "asapseq_control_atac"
5.19311967549637 11.2637787887363 "DC" "asapseq_control_atac"
3.60871759114578 9.71236239164162 "DC" "asapseq_control_atac"
0.0939222878010537 -17.4913062027187 "B" "asapseq_control_atac"
4.3699580734761 10.3682290145664 "DC" "asapseq_control_atac"
1.18321123776748 -17.8616084030361 "B" "asapseq_control_atac"
4.65410962758377 9.8901539871006 "DC" "asapseq_control_atac"
-0.60690614523575 -16.7450789383144 "B" "asapseq_control_atac"
1.29489198384598 -18.0063666275234 "B" "asapseq_control_atac"
-0.386326103827212 -16.6219576767178 "B" "asapseq_control_atac"
0.286381990292814 -17.0952261856289 "B" "asapseq_control_atac"
-0.583583384176943 -16.6053694656582 "B" "asapseq_control_atac"
0.721266896107938 -18.4153136184902 "B" "asapseq_control_atac"
0.153064400532987 -16.5014189651699 "B" "asapseq_control_atac"
-0.0594985181300376 -18.0014189651699 "B" "asapseq_control_atac"
-0.254415779730532 -17.5292185714931 "B" "asapseq_control_atac"
0.0890996759922769 -17.9480456283779 "B" "asapseq_control_atac"
-13.5008376533 -14.9235457351894 "Memory CD4+ T" "asapseq_control_atac"
-7.07718834223435 5.8245817252903 "CD16+ Monocytes" "asapseq_control_atac"
0.722616106847074 -16.1671980789394 "B" "asapseq_control_atac"
3.30408874211624 11.0948029586582 "DC" "asapseq_control_atac"
3.55227533040359 11.2500792571812 "DC" "asapseq_control_atac"
-8.47446760477707 6.03652106015968 "CD16+ Monocytes" "asapseq_control_atac"
-0.0228178197352622 -17.7140559128017 "B" "asapseq_control_atac"
1.30293098149612 -18.0403384140224 "B" "asapseq_control_atac"
4.60220113454178 10.888196093729 "DC" "asapseq_control_atac"
-0.267766683718416 -17.8928812912197 "B" "asapseq_control_atac"
0.100855380872038 -18.1872385910244 "B" "asapseq_control_atac"
5.33619180379226 11.4890671798496 "DC" "asapseq_control_atac"
4.50018611607864 10.0534144470005 "DC" "asapseq_control_atac"
-13.1129315787761 -11.5584420135708 "Memory CD4+ T" "asapseq_control_atac"
0.356850535252836 -18.019105809042 "B" "asapseq_control_atac"
0.267958075383451 -17.3407820633144 "B" "asapseq_control_atac"
0.762005478719022 -18.3396967819424 "B" "asapseq_control_atac"
