"tSNE1" "tSNE2" "prediction" "batch"
34.1108423260751 17.3505436563415 "CD16+ Monocytes" "asapseq_control_atac"
-19.019375737596 20.7855810986383 "DC" "asapseq_control_atac"
-13.7607017171925 21.0808292473074 "DC" "asapseq_control_atac"
-20.9776232928084 40.7171583950152 "B" "asapseq_control_atac"
-14.6134196851229 8.12273039291733 "DC" "asapseq_control_atac"
-22.0907468997348 33.6562507133564 "B" "asapseq_control_atac"
-12.2942222429229 14.8236251188852 "DC" "asapseq_control_atac"
-16.2638705855552 45.4354294491163 "B" "asapseq_control_atac"
-21.8307057088884 33.4672717640257 "B" "asapseq_control_atac"
-19.1941916083989 45.1615752467344 "B" "asapseq_control_atac"
-23.8132773444489 41.6842548938648 "B" "asapseq_control_atac"
-17.6191607383131 45.8968664822822 "B" "asapseq_control_atac"
-17.6884767315794 34.6054764191272 "B" "asapseq_control_atac"
-23.2663226100839 45.1351594907472 "B" "asapseq_control_atac"
-17.0068173689602 38.4208753729485 "B" "asapseq_control_atac"
-17.9976962579705 40.4461652774961 "B" "asapseq_control_atac"
-17.8332373177628 38.3977846247888 "B" "asapseq_control_atac"
-7.71257356224958 -40.7051588551554 "Memory CD4+ T" "asapseq_control_atac"
29.6801413622572 33.0738453097596 "CD16+ Monocytes" "asapseq_control_atac"
-26.3382989942278 42.1984160249434 "B" "asapseq_control_atac"
-24.7397839249259 14.0789499338284 "DC" "asapseq_control_atac"
-22.7699796382609 13.8894176275509 "DC" "asapseq_control_atac"
29.1107459182304 26.4675370782022 "CD16+ Monocytes" "asapseq_control_atac"
-16.9838192402301 38.7038795786792 "B" "asapseq_control_atac"
-21.7064938667024 33.443724061201 "B" "asapseq_control_atac"
-16.185095140997 16.9830526119887 "DC" "asapseq_control_atac"
-16.7724838657615 38.6449333052398 "B" "asapseq_control_atac"
-17.6326757565488 37.9715231229377 "B" "asapseq_control_atac"
-19.6973565219882 20.5854216982621 "DC" "asapseq_control_atac"
-12.8996093100679 15.0809886941516 "DC" "asapseq_control_atac"
15.538117479922 -44.6347382489371 "Memory CD4+ T" "asapseq_control_atac"
-18.8953884129112 38.0015498435226 "B" "asapseq_control_atac"
-21.1698357773302 40.5203887448409 "B" "asapseq_control_atac"
-17.8547944060478 34.9747562235912 "B" "asapseq_control_atac"
-27.5063386372458 36.1643526322187 "B" "asapseq_control_atac"
-38.5725923777204 -14.1245531919212 "CD14+ Monocytes" "asapseq_control_atac"
-16.7594330869757 44.9170834928067 "B" "asapseq_control_atac"
-26.4966152041181 41.6571950204513 "B" "asapseq_control_atac"
