"tSNE1" "tSNE2" "prediction" "batch"
41.7702209424685 -21.1196515874413 "Naive CD8+ T" "exprs_10xPBMC_atac"
-30.5032630813429 3.06038245164694 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-8.98197954817657 6.28653173760138 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-5.21454622773887 -19.1112211324419 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-3.20290538518847 17.5428288286687 "Naive CD4+ T" "exprs_10xPBMC_atac"
5.38790382613002 40.0971447432256 "Naive CD4+ T" "exprs_10xPBMC_atac"
-12.0098376004246 -11.4356334200212 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-14.1286174607986 -20.207019408236 "CD14+ Monocytes" "exprs_10xPBMC_atac"
6.44737869613166 22.8210636191025 "Naive CD4+ T" "exprs_10xPBMC_atac"
-8.96982091983806 -0.819379625562297 "CD14+ Monocytes" "exprs_10xPBMC_atac"
5.65879739060243 -35.375497403809 "Memory CD8+ T" "exprs_10xPBMC_atac"
-20.2435786777813 -12.0710366722847 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-20.8456123570224 2.23642503280187 "CD14+ Monocytes" "exprs_10xPBMC_atac"
24.9181362933156 39.9961498962937 "NK" "exprs_10xPBMC_atac"
6.30714539082117 -44.7307425407194 "Memory CD8+ T" "exprs_10xPBMC_atac"
44.4482873713901 -13.1459568060334 "Naive CD8+ T" "exprs_10xPBMC_atac"
-0.82642814455717 15.5095555080349 "Naive CD4+ T" "exprs_10xPBMC_atac"
-19.7808215553806 -13.7398351497757 "CD14+ Monocytes" "exprs_10xPBMC_atac"
7.95583259236338 -39.6498022398256 "Memory CD8+ T" "exprs_10xPBMC_atac"
-1.00527474877498 -48.9360407168161 "Memory CD8+ T" "exprs_10xPBMC_atac"
5.95547486269395 26.2954328111697 "Naive CD4+ T" "exprs_10xPBMC_atac"
-7.86568473196707 25.6095754032492 "Naive CD4+ T" "exprs_10xPBMC_atac"
2.33961618593866 31.709981167609 "Naive CD4+ T" "exprs_10xPBMC_atac"
-36.7850124091846 30.7063646763214 "B" "exprs_10xPBMC_atac"
-0.444478789128243 20.6555707727009 "Naive CD4+ T" "exprs_10xPBMC_atac"
5.95601861040225 29.7873482671447 "Naive CD4+ T" "exprs_10xPBMC_atac"
21.2561356541808 -0.842328221270402 "Memory CD4+ T" "exprs_10xPBMC_atac"
29.0442281609756 42.4869023175148 "NK" "exprs_10xPBMC_atac"
-20.1232207230217 -10.0463072060942 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-24.2055417598961 -11.7453572277588 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-18.5085880070182 -13.7174776355132 "CD14+ Monocytes" "exprs_10xPBMC_atac"
30.6178194151088 36.8264095150841 "NK" "exprs_10xPBMC_atac"
4.7247927224532 33.1201068870933 "Naive CD4+ T" "exprs_10xPBMC_atac"
2.52954620072392 -45.0342485448775 "Memory CD8+ T" "exprs_10xPBMC_atac"
4.46502396687825 23.3275923308847 "Naive CD4+ T" "exprs_10xPBMC_atac"
-27.2043748312714 -3.98474054949453 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-15.4893739998011 -0.757701644488559 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-18.2768761278126 -23.8690383943308 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-17.0647699701707 40.4432447313053 "B" "exprs_10xPBMC_atac"
8.50829396444596 33.6122310665687 "Naive CD4+ T" "exprs_10xPBMC_atac"
0.0526819315215886 18.5772086151724 "Naive CD4+ T" "exprs_10xPBMC_atac"
22.5885255000183 11.7875584619653 "Memory CD4+ T" "exprs_10xPBMC_atac"
-16.4266056630398 -19.823587129046 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-5.50462898759014 22.1573238913744 "Naive CD4+ T" "exprs_10xPBMC_atac"
-30.7255927840498 -6.73341070535171 "CD14+ Monocytes" "exprs_10xPBMC_atac"
32.4704487121001 7.81947618060053 "Memory CD4+ T" "exprs_10xPBMC_atac"
-9.60474165328444 -12.088802537631 "CD14+ Monocytes" "exprs_10xPBMC_atac"
39.2539218471625 -22.6265493608284 "Naive CD8+ T" "exprs_10xPBMC_atac"
8.44367237483828 -37.7050512915796 "Memory CD8+ T" "exprs_10xPBMC_atac"
43.4880424096646 -16.0527552457632 "Naive CD8+ T" "exprs_10xPBMC_atac"
-8.78902102533898 -2.48977898698206 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-56.2950414610637 -1.68306084327734 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-18.0251002295764 4.09473268944447 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-7.05962175553289 -5.68242604265798 "CD14+ Monocytes" "exprs_10xPBMC_atac"
21.8408034903395 11.1476616863822 "Memory CD4+ T" "exprs_10xPBMC_atac"
-16.0574756482684 -1.36775347281532 "CD14+ Monocytes" "exprs_10xPBMC_atac"
3.67414284894924 24.6670905383201 "Naive CD4+ T" "exprs_10xPBMC_atac"
8.94117434559766 -36.5681470192357 "Memory CD8+ T" "exprs_10xPBMC_atac"
36.0227046262496 12.6479981219207 "Memory CD4+ T" "exprs_10xPBMC_atac"
20.3949533696295 1.09671635864016 "Memory CD4+ T" "exprs_10xPBMC_atac"
40.8192746039665 -3.14715884912986 "Naive CD8+ T" "exprs_10xPBMC_atac"
-3.14310891396302 22.677738398881 "Naive CD4+ T" "exprs_10xPBMC_atac"
-2.2187990709869 23.0515182066316 "Naive CD4+ T" "exprs_10xPBMC_atac"
-36.3292630342158 6.82120434717702 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-14.8589118742097 -0.0623666370588492 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-14.6029954550793 0.452236408397384 "CD14+ Monocytes" "exprs_10xPBMC_atac"
27.3883018090404 42.1747617577995 "NK" "exprs_10xPBMC_atac"
30.8683236378014 11.313361532076 "Memory CD4+ T" "exprs_10xPBMC_atac"
27.7781757950395 38.7702251420022 "NK" "exprs_10xPBMC_atac"
34.800859239794 10.3549680749026 "Memory CD4+ T" "exprs_10xPBMC_atac"
3.86453718354941 29.5820630640057 "Naive CD4+ T" "exprs_10xPBMC_atac"
-26.9199276705705 -5.44527456962152 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-21.4213348598357 -14.1740823915569 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-20.7542147439828 2.88432620642207 "CD14+ Monocytes" "exprs_10xPBMC_atac"
6.13311723187347 31.8882125188084 "Naive CD4+ T" "exprs_10xPBMC_atac"
-24.3858531981314 4.32473609865254 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-10.4021515063048 -5.46614773686539 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-17.8981725218092 -9.61200059296433 "CD14+ Monocytes" "exprs_10xPBMC_atac"
5.17877711166874 -50.2742753535111 "Memory CD8+ T" "exprs_10xPBMC_atac"
-11.8628221584782 -13.2425029799101 "CD14+ Monocytes" "exprs_10xPBMC_atac"
25.4859547452194 39.0811386495448 "NK" "exprs_10xPBMC_atac"
-18.2478462806433 1.67152783633782 "CD14+ Monocytes" "exprs_10xPBMC_atac"
-35.3424951304508 6.80342438460343 "CD14+ Monocytes" "exprs_10xPBMC_atac"
